RACEID,DRIVERID,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
1132,847,,0 days 00:52:51.677000,00:52:51.677000
1133,857,1.0,0 days 01:38:01.989000,01:38:01.989000
1133,846,2.0,0 days 01:38:04.130000,01:38:04.130000
1133,1,3.0,0 days 01:38:16.869000,01:38:16.869000
1133,844,4.0,0 days 01:38:21.675000,01:38:21.675000
1133,830,5.0,0 days 01:38:23.338000,01:38:23.338000
1133,832,6.0,0 days 01:38:25.062000,01:38:25.062000
1133,815,7.0,0 days 01:38:41.781000,01:38:41.781000
1133,847,8.0,0 days 01:38:44.357000,01:38:44.357000
1133,852,9.0,0 days 01:39:19.248000,01:39:19.248000
1133,840,10.0,0 days 01:39:19.965000,01:39:19.965000
1133,4,11.0,0 days 01:39:24.449000,01:39:24.449000
1133,817,12.0,0 days 01:38:19.913000,01:38:19.913000
1133,807,13.0,0 days 01:38:35.173000,01:38:35.173000
1133,848,14.0,0 days 01:38:38.758000,01:38:38.758000
1133,825,15.0,0 days 01:38:47.291000,01:38:47.291000
1133,822,16.0,0 days 01:38:47.398000,01:38:47.398000
1133,858,17.0,0 days 01:38:54.580000,01:38:54.580000
1133,839,18.0,0 days 01:39:02.918000,01:39:02.918000
1133,855,19.0,0 days 01:39:05.587000,01:39:05.587000
1133,842,,0 days 00:47:39.255000,00:47:39.255000
1134,1,1.0,0 days 01:19:57.566000,01:19:57.566000
1134,857,2.0,0 days 01:19:58.213000,01:19:58.213000
1134,844,3.0,0 days 01:20:05.589000,01:20:05.589000
1134,830,4.0,0 days 01:20:06.266000,01:20:06.266000
1134,846,5.0,0 days 01:20:06.890000,01:20:06.890000
1134,832,6.0,0 days 01:20:16.835000,01:20:16.835000
1134,815,7.0,0 days 01:20:40.235000,01:20:40.235000
1134,4,8.0,0 days 01:20:47.003000,01:20:47.003000
1134,839,9.0,0 days 01:20:49.592000,01:20:49.592000
1134,817,10.0,0 days 01:20:51.966000,01:20:51.966000
1134,840,11.0,0 days 01:21:00.051000,01:21:00.051000
1134,848,12.0,0 days 01:21:00.691000,01:21:00.691000
1134,842,13.0,0 days 01:21:01.405000,01:21:01.405000
1134,825,14.0,0 days 01:21:03.671000,01:21:03.671000
1134,822,15.0,0 days 01:21:07.678000,01:21:07.678000
1134,852,16.0,0 days 01:21:13.777000,01:21:13.777000
1134,858,17.0,0 days 01:21:23.097000,01:21:23.097000
1134,807,18.0,0 days 01:21:25.873000,01:21:25.873000
1134,847,,0 days 01:19:57.040000,01:19:57.040000
1134,855,,0 days 00:11:00.351000,00:11:00.351000
1135,846,1.0,0 days 01:30:45.519000,01:30:45.519000
1135,830,2.0,0 days 01:31:08.415000,01:31:08.415000
1135,844,3.0,0 days 01:31:10.958000,01:31:10.958000
1135,857,4.0,0 days 01:31:12.856000,01:31:12.856000
1135,832,5.0,0 days 01:31:17.656000,01:31:17.656000
1135,815,6.0,0 days 01:31:25.061000,01:31:25.061000
1135,847,7.0,0 days 01:31:30.136000,01:31:30.136000
1135,1,8.0,0 days 01:31:35.118000,01:31:35.118000
1135,842,9.0,0 days 01:30:54.123000,01:30:54.123000
1135,4,10.0,0 days 01:30:59.052000,01:30:59.052000
1135,807,11.0,0 days 01:31:04.733000,01:31:04.733000
1135,817,12.0,0 days 01:31:06.586000,01:31:06.586000
1135,840,13.0,0 days 01:31:06.231000,01:31:06.231000
1135,848,14.0,0 days 01:31:26.230000,01:31:26.230000
1135,839,15.0,0 days 01:31:32.397000,01:31:32.397000
1135,858,16.0,0 days 01:31:50.058000,01:31:50.058000
1135,852,17.0,0 days 01:31:50.665000,01:31:50.665000
1135,825,18.0,0 days 01:31:51.226000,01:31:51.226000
1135,822,19.0,0 days 01:30:48.767000,01:30:48.767000
1135,855,20.0,0 days 01:31:21.538000,01:31:21.538000
1136,844,1.0,0 days 01:14:40.727000,01:14:40.727000
1136,857,2.0,0 days 01:14:43.391000,01:14:43.391000
1136,846,3.0,0 days 01:14:46.880000,01:14:46.880000
1136,832,4.0,0 days 01:14:56.348000,01:14:56.348000
1136,1,5.0,0 days 01:15:03.547000,01:15:03.547000
1136,830,6.0,0 days 01:15:18.659000,01:15:18.659000
1136,847,7.0,0 days 01:15:20.442000,01:15:20.442000
1136,815,8.0,0 days 01:15:34.875000,01:15:34.875000
1136,848,9.0,0 days 01:15:48.183000,01:15:48.183000
1136,825,10.0,0 days 01:15:39.029000,01:15:39.029000
1136,4,11.0,0 days 01:15:49.222000,01:15:49.222000
1136,861,12.0,0 days 01:16:02.035000,01:16:02.035000
1136,817,13.0,0 days 01:15:59.179000,01:15:59.179000
1136,839,14.0,0 days 01:14:53.386000,01:14:53.386000
1136,842,15.0,0 days 01:14:59.071000,01:14:59.071000
1136,822,16.0,0 days 01:15:07.938000,01:15:07.938000
1136,807,17.0,0 days 01:15:11.597000,01:15:11.597000
1136,855,18.0,0 days 01:15:20.782000,01:15:20.782000
1136,840,19.0,0 days 01:15:24.235000,01:15:24.235000
1136,852,,0 days 00:10:36.669000,00:10:36.669000
1137,857,1.0,0 days 01:32:58.007000,01:32:58.007000
1137,844,2.0,0 days 01:33:08.917000,01:33:08.917000
1137,847,3.0,0 days 01:33:29.335000,01:33:29.335000
1137,846,4.0,0 days 01:33:34.150000,01:33:34.150000
1137,830,5.0,0 days 01:34:15.105000,01:34:15.105000
1137,4,6.0,0 days 01:34:23.475000,01:34:23.475000
1137,848,7.0,0 days 01:34:25.403000,01:34:25.403000
1137,861,8.0,0 days 01:34:27.548000,01:34:27.548000
1137,1,9.0,0 days 01:34:30.408000,01:34:30.408000
1137,860,10.0,0 days 01:34:31.134000,01:34:31.134000
1137,807,11.0,0 days 01:34:31.472000,01:34:31.472000
1137,842,12.0,0 days 01:34:55.196000,01:34:55.196000
1137,817,13.0,0 days 01:35:24.914000,01:35:24.914000
1137,855,14.0,0 days 01:35:26.848000,01:35:26.848000
1137,839,15.0,0 days 01:33:19.351000,01:33:19.351000
1137,822,16.0,0 days 01:33:23.402000,01:33:23.402000
1137,815,17.0,0 days 01:28:41.198000,01:28:41.198000
1137,832,18.0,0 days 01:28:41.768000,01:28:41.768000
1137,840,19.0,0 days 01:23:21.080000,01:23:21.080000
1137,852,,0 days 00:27:02.651000,00:27:02.651000
1138,846,1.0,0 days 01:40:52.571000,01:40:52.571000
1138,830,2.0,0 days 01:41:13.516000,01:41:13.516000
1138,857,3.0,0 days 01:41:34.394000,01:41:34.394000
1138,847,4.0,0 days 01:41:53.611000,01:41:53.611000
1138,844,5.0,0 days 01:41:55.001000,01:41:55.001000
1138,1,6.0,0 days 01:42:17.819000,01:42:17.819000
1138,832,7.0,0 days 01:42:28.610000,01:42:28.610000
1138,4,8.0,0 days 01:40:53.444000,01:40:53.444000
1138,807,9.0,0 days 01:40:55.711000,01:40:55.711000
1138,815,10.0,0 days 01:40:57.195000,01:40:57.195000
1138,861,11.0,0 days 01:40:58.855000,01:40:58.855000
1138,852,12.0,0 days 01:41:01.363000,01:41:01.363000
1138,839,13.0,0 days 01:41:36.576000,01:41:36.576000
1138,840,14.0,0 days 01:41:40.142000,01:41:40.142000
1138,855,15.0,0 days 01:41:49.791000,01:41:49.791000
1138,822,16.0,0 days 01:41:50.400000,01:41:50.400000
1138,842,17.0,0 days 01:41:51.630000,01:41:51.630000
1138,817,18.0,0 days 01:42:22.367000,01:42:22.367000
1138,825,19.0,0 days 01:36:51.906000,01:36:51.906000
1138,848,,0 days 00:26:00.703000,00:26:00.703000
1139,844,1.0,0 days 01:35:09.639000,01:35:09.639000
1139,832,2.0,0 days 01:35:18.201000,01:35:18.201000
1139,830,3.0,0 days 01:35:29.051000,01:35:29.051000
1139,846,4.0,0 days 01:35:24.993000,01:35:24.993000
1139,857,5.0,0 days 01:35:31.560000,01:35:31.560000
1139,847,6.0,0 days 01:36:05.934000,01:36:05.934000
1139,815,7.0,0 days 01:36:08.711000,01:36:08.711000
1139,807,8.0,0 days 01:36:12.596000,01:36:12.596000
1139,859,9.0,0 days 01:36:20.202000,01:36:20.202000
1139,861,10.0,0 days 01:36:21.618000,01:36:21.618000
1139,825,11.0,0 days 01:36:29.421000,01:36:29.421000
1139,842,12.0,0 days 01:36:35.197000,01:36:35.197000
1139,4,13.0,0 days 01:35:11.365000,01:35:11.365000
1139,852,14.0,0 days 01:35:12.851000,01:35:12.851000
1139,840,15.0,0 days 01:35:26.622000,01:35:26.622000
1139,848,16.0,0 days 01:35:27.731000,01:35:27.731000
1139,822,17.0,0 days 01:35:43.972000,01:35:43.972000
1139,839,18.0,0 days 01:35:51.751000,01:35:51.751000
1139,855,19.0,0 days 01:35:58.879000,01:35:58.879000
1139,1,,0 days 00:01:48.064000,00:01:48.064000
1140,832,1.0,0 days 01:40:55.800000,01:40:55.800000
1140,846,2.0,0 days 01:41:00.505000,01:41:00.505000
1140,844,3.0,0 days 01:41:30.187000,01:41:30.187000
1140,1,4.0,0 days 01:41:40.580000,01:41:40.580000
1140,847,5.0,0 days 01:41:44.336000,01:41:44.336000
1140,830,6.0,0 days 01:41:55.358000,01:41:55.358000
1140,825,7.0,0 days 01:41:59.442000,01:41:59.442000
1140,857,8.0,0 days 01:42:00.728000,01:42:00.728000
1140,807,9.0,0 days 01:40:58.520000,01:40:58.520000
1140,842,10.0,0 days 01:41:14.387000,01:41:14.387000
1140,840,11.0,0 days 01:41:20.872000,01:41:20.872000
1140,861,12.0,0 days 01:41:23.297000,01:41:23.297000
1140,839,13.0,0 days 01:41:35.463000,01:41:35.463000
1140,822,14.0,0 days 01:41:38.027000,01:41:38.027000
1140,855,15.0,0 days 01:41:57.522000,01:41:57.522000
1140,859,16.0,0 days 01:42:00.266000,01:42:00.266000
1140,815,17.0,0 days 01:42:09.084000,01:42:09.084000
1140,4,,0 days 00:25:26.239000,00:25:26.239000
1141,830,1.0,0 days 02:06:54.430000,02:06:54.430000
1141,839,2.0,0 days 02:07:13.907000,02:07:13.907000
1141,842,3.0,0 days 02:07:16.962000,02:07:16.962000
1141,847,4.0,0 days 02:07:17.695000,02:07:17.695000
1141,844,5.0,0 days 02:07:24.607000,02:07:24.607000
1141,846,6.0,0 days 02:07:25.802000,02:07:25.802000
1141,852,7.0,0 days 02:07:36.486000,02:07:36.486000
1141,857,8.0,0 days 02:07:29.373000,02:07:29.373000
1141,859,9.0,0 days 02:07:44.882000,02:07:44.882000
1141,1,10.0,0 days 02:07:45.183000,02:07:45.183000
1141,815,11.0,0 days 02:07:45.961000,02:07:45.961000
1141,860,12.0,0 days 02:07:51.515000,02:07:51.515000
1141,822,13.0,0 days 02:07:58.018000,02:07:58.018000
1141,4,14.0,0 days 02:08:12.479000,02:08:12.479000
1141,855,15.0,0 days 02:08:14.079000,02:08:14.079000
1141,807,,0 days 00:49:17.869000,00:49:17.869000
1141,832,,0 days 01:22:24.199000,01:22:24.199000
1141,861,,0 days 00:45:08.261000,00:45:08.261000
1142,847,1.0,0 days 01:22:05.969000,01:22:05.969000
1142,1,2.0,0 days 01:22:13.282000,01:22:13.282000
1142,832,3.0,0 days 01:22:17.875000,01:22:17.875000
1142,844,4.0,0 days 01:22:20.252000,01:22:20.252000
1142,830,5.0,0 days 01:22:22.551000,01:22:22.551000
1142,846,6.0,0 days 01:22:49.354000,01:22:49.354000
1142,857,7.0,0 days 01:22:57.334000,01:22:57.334000
1142,807,8.0,0 days 01:23:05.777000,01:23:05.777000
1142,852,9.0,0 days 01:23:08.777000,01:23:08.777000
1142,815,10.0,0 days 01:23:09.083000,01:23:09.083000
1142,4,11.0,0 days 01:23:15.164000,01:23:15.164000
1142,825,12.0,0 days 01:23:15.772000,01:23:15.772000
1142,855,13.0,0 days 01:23:20.054000,01:23:20.054000
1142,861,14.0,0 days 01:23:21.141000,01:23:21.141000
1142,840,15.0,0 days 01:23:30.071000,01:23:30.071000
1142,859,16.0,0 days 01:23:36.974000,01:23:36.974000
1142,839,17.0,0 days 01:22:08.029000,01:22:08.029000
1142,822,18.0,0 days 01:22:17.254000,01:22:17.254000
1142,842,,0 days 00:25:36.973000,00:25:36.973000
1142,848,,0 days 00:42:12.021000,00:42:12.021000
1143,830,1.0,0 days 01:31:05.323000,01:31:05.323000
1143,844,2.0,0 days 01:31:11.354000,01:31:11.354000
1143,857,3.0,0 days 01:31:12.142000,01:31:12.142000
1143,847,4.0,0 days 01:31:14.427000,01:31:14.427000
1143,842,5.0,0 days 01:31:22.105000,01:31:22.105000
1143,832,6.0,0 days 01:31:22.799000,01:31:22.799000
1143,4,7.0,0 days 01:31:25.190000,01:31:25.190000
1143,855,8.0,0 days 01:31:30.683000,01:31:30.683000
1143,825,9.0,0 days 01:31:37.500000,01:31:37.500000
1143,846,10.0,0 days 01:31:41.085000,01:31:41.085000
1143,822,11.0,0 days 01:31:55.566000,01:31:55.566000
1143,1,12.0,0 days 01:32:01.445000,01:32:01.445000
1143,852,13.0,0 days 01:32:06.423000,01:32:06.423000
1143,859,14.0,0 days 01:32:07.979000,01:32:07.979000
1143,848,15.0,0 days 01:31:18.292000,01:31:18.292000
1143,807,,0 days 01:03:54.508000,01:03:54.508000
1143,815,,0 days 01:01:30.177000,01:01:30.177000
1143,840,,0 days 00:16:11.562000,00:16:11.562000
1144,846,1.0,0 days 01:26:33.291000,01:26:33.291000
1144,832,2.0,0 days 01:26:39.123000,01:26:39.123000
1144,844,3.0,0 days 01:27:05.219000,01:27:05.219000
1144,1,4.0,0 days 01:27:09.774000,01:27:09.774000
1144,847,5.0,0 days 01:27:10.829000,01:27:10.829000
1144,830,6.0,0 days 01:27:23.138000,01:27:23.138000
1144,842,7.0,0 days 01:27:45.851000,01:27:45.851000
1144,807,8.0,0 days 01:27:48.845000,01:27:48.845000
1144,4,9.0,0 days 01:27:55.664000,01:27:55.664000
1144,857,10.0,0 days 01:27:57.112000,01:27:57.112000
1144,848,11.0,0 days 01:26:44.542000,01:26:44.542000
1144,852,12.0,0 days 01:26:48.029000,01:26:48.029000
1144,855,13.0,0 days 01:26:50.595000,01:26:50.595000
1144,840,14.0,0 days 01:26:46.764000,01:26:46.764000
1144,862,15.0,0 days 01:26:59.846000,01:26:59.846000
1144,825,16.0,0 days 01:27:50.888000,01:27:50.888000
1144,859,17.0,0 days 01:24:36.949000,01:24:36.949000
1144,822,,0 days 00:47:27.280000,00:47:27.280000
1144,861,,0 days 00:41:10.430000,00:41:10.430000
